0.000000 0.000000 1.000000 
0.000000 0.037037 0.962963 
0.000000 0.074074 0.925926 
0.000000 0.111111 0.888889 
0.000000 0.148148 0.851852 
0.000000 0.185185 0.814815 
0.000000 0.222222 0.777778 
0.000000 0.259259 0.740741 
0.000000 0.296296 0.703704 
0.000000 0.333333 0.666667 
0.000000 0.370370 0.629630 
0.000000 0.407407 0.592593 
0.000000 0.444444 0.555556 
0.000000 0.481481 0.518519 
0.000000 0.518519 0.481481 
0.000000 0.555556 0.444444 
0.000000 0.592593 0.407407 
0.000000 0.629630 0.370370 
0.000000 0.666667 0.333333 
0.000000 0.703704 0.296296 
0.000000 0.740741 0.259259 
0.000000 0.777778 0.222222 
0.000000 0.814815 0.185185 
0.000000 0.851852 0.148148 
0.000000 0.888889 0.111111 
0.000000 0.925926 0.074074 
0.000000 0.962963 0.037037 
0.000000 1.000000 0.000000 
0.037037 0.000000 0.962963 
0.037037 0.037037 0.925926 
0.037037 0.074074 0.888889 
0.037037 0.111111 0.851852 
0.037037 0.148148 0.814815 
0.037037 0.185185 0.777778 
0.037037 0.222222 0.740741 
0.037037 0.259259 0.703704 
0.037037 0.296296 0.666667 
0.037037 0.333333 0.629630 
0.037037 0.370370 0.592593 
0.037037 0.407407 0.555556 
0.037037 0.444444 0.518519 
0.037037 0.481481 0.481481 
0.037037 0.518519 0.444444 
0.037037 0.555556 0.407407 
0.037037 0.592593 0.370370 
0.037037 0.629630 0.333333 
0.037037 0.666667 0.296296 
0.037037 0.703704 0.259259 
0.037037 0.740741 0.222222 
0.037037 0.777778 0.185185 
0.037037 0.814815 0.148148 
0.037037 0.851852 0.111111 
0.037037 0.888889 0.074074 
0.037037 0.925926 0.037037 
0.037037 0.962963 0.000000 
0.074074 0.000000 0.925926 
0.074074 0.037037 0.888889 
0.074074 0.074074 0.851852 
0.074074 0.148148 0.777778 
0.074074 0.185185 0.740741 
0.074074 0.222222 0.703704 
0.074074 0.259259 0.666667 
0.074074 0.296296 0.629630 
0.074074 0.333333 0.592593 
0.074074 0.370370 0.555556 
0.074074 0.407407 0.518519 
0.074074 0.444444 0.481481 
0.074074 0.481481 0.444444 
0.074074 0.518519 0.407407 
0.074074 0.555556 0.370370 
0.074074 0.592593 0.333333 
0.074074 0.629630 0.296296 
0.074074 0.666667 0.259259 
0.074074 0.703704 0.222222 
0.074074 0.740741 0.185185 
0.074074 0.777778 0.148148 
0.074074 0.814815 0.111111 
0.074074 0.851852 0.074074 
0.074074 0.888889 0.037037 
0.074074 0.925926 0.000000 
0.111111 0.000000 0.888889 
0.111111 0.037037 0.851852 
0.111111 0.074074 0.814815 
0.111111 0.111111 0.777778 
0.111111 0.148148 0.740741 
0.111111 0.185185 0.703704 
0.111111 0.222222 0.666667 
0.111111 0.259259 0.629630 
0.111111 0.296296 0.592593 
0.111111 0.333333 0.555556 
0.111111 0.370370 0.518519 
0.111111 0.407407 0.481481 
0.111111 0.444444 0.444444 
0.111111 0.481481 0.407407 
0.111111 0.518519 0.370370 
0.111111 0.555556 0.333333 
0.111111 0.592593 0.296296 
0.111111 0.629630 0.259259 
0.111111 0.666667 0.222222 
0.111111 0.703704 0.185185 
0.111111 0.740741 0.148148 
0.111111 0.777778 0.111111 
0.111111 0.814815 0.074074 
0.111111 0.851852 0.037037 
0.111111 0.888889 0.000000 
0.148148 0.000000 0.851852 
0.148148 0.037037 0.814815 
0.148148 0.074074 0.777778 
0.148148 0.111111 0.740741 
0.148148 0.148148 0.703704 
0.148148 0.185185 0.666667 
0.148148 0.222222 0.629630 
0.148148 0.259259 0.592593 
0.148148 0.296296 0.555556 
0.148148 0.333333 0.518519 
0.148148 0.370370 0.481481 
0.148148 0.407407 0.444444 
0.148148 0.444444 0.407407 
0.148148 0.481481 0.370370 
0.148148 0.518519 0.333333 
0.148148 0.555556 0.296296 
0.148148 0.592593 0.259259 
0.148148 0.629630 0.222222 
0.148148 0.666667 0.185185 
0.148148 0.703704 0.148148 
0.148148 0.740741 0.111111 
0.148148 0.777778 0.074074 
0.148148 0.814815 0.037037 
0.148148 0.851852 0.000000 
0.185185 0.000000 0.814815 
0.185185 0.037037 0.777778 
0.185185 0.074074 0.740741 
0.185185 0.111111 0.703704 
0.185185 0.185185 0.629630 
0.185185 0.222222 0.592593 
0.185185 0.259259 0.555556 
0.185185 0.296296 0.518519 
0.185185 0.333333 0.481481 
0.185185 0.370370 0.444444 
0.185185 0.407407 0.407407 
0.185185 0.444444 0.370370 
0.185185 0.481481 0.333333 
0.185185 0.518519 0.296296 
0.185185 0.555556 0.259259 
0.185185 0.592593 0.222222 
0.185185 0.629630 0.185185 
0.185185 0.666667 0.148148 
0.185185 0.703704 0.111111 
0.185185 0.740741 0.074074 
0.185185 0.777778 0.037037 
0.185185 0.814815 0.000000 
0.222222 0.000000 0.777778 
0.222222 0.037037 0.740741 
0.222222 0.074074 0.703704 
0.222222 0.111111 0.666667 
0.222222 0.148148 0.629630 
0.222222 0.185185 0.592593 
0.222222 0.222222 0.555556 
0.222222 0.259259 0.518519 
0.222222 0.296296 0.481481 
0.222222 0.370370 0.407407 
0.222222 0.407407 0.370370 
0.222222 0.444444 0.333333 
0.222222 0.481481 0.296296 
0.222222 0.518519 0.259259 
